""export-world data (NetLogo 6.2.2)""
""step31.nlogo""
""05/24/2022 21:19:11:313 +0800""

""RANDOM STATE""
""0 0 -1727483681 72 0.0 false 1693330929 -1906490314 -1457751729 839372919 -1889485993 -539491239 -1171276363 -330713674 16945607 -293671852 -1762046081 -1287648965 -640494051 -1787785804 12116904 365267954 -1389058514 -586829718 1809300145 327290619 -1272694162 -381472960 -1893618214 1540354725 -2143803368 -1124881113 -27019971 135714604 -1108000054 -913022683 1376243850 1007045571 245571371 -786121729 1196364551 1358761959 -247576815 -744079663 -950830612 42473148 -1246643740 -185817912 -1729613950 675528471 -601813376 517077875 820257119 -1345522968 570307667 -1666965356 -436445927 1082719848 -441148094 1886050107 1867570233 -625250161 1871482983 1617481683 -1298585182 -1450114125 -1549703767 -1802467806 -1812459560 625721542 520839624 -20382959 1336985554 -201968970 -1270199888 -1077516765 2028835424 2031767963 -1903613907 1186505693 -1661859881 -875105728 -1430296435 73249772 -829264620 424239627 -611630069 2110038731 -914982181 -324596334 -1439774513 -51794690 -560991816 -161285570 -485488629 -914226184 -1146443400 459756066 -1540115334 -1779460665 -430671942 -497667781 -2011291076 -262910259 2095751384 -890768762 706548321 1978393534 508266622 1010478797 -978066598 903084961 918551687 1226074641 -322113165 598553475 -228519766 -1678579063 -1766700907 1983709316 257360569 1256474694 1573468684 -131861569 1714280380 -1807053360 1050420127 1487286463 -602383670 450827479 -1499428586 999704161 88053822 -341039748 154737500 4128215 -879158730 -62026940 1042313734 -984540877 -707252945 349448571 2089152118 2027303399 1553821261 1834364815 -1363961557 1673927270 -202127460 1906096460 1944544105 932722343 -1363252762 -1216582677 496142987 -147425640 1181622797 -137698204 967421035 716947344 1391441741 1261769918 1951362519 -304297789 511408838 1010411322 1206346996 2099752306 -1337235503 368131497 -628817715 -1936351677 1161825883 1520345475 1572663294 -1072416711 619616802 282866944 -1602401523 -347457348 -1500251221 760740297 74115920 -459582421 1307556833 1667750915 1315118729 -470569564 -872737357 163020384 838210025 -166029755 -1464149439 -2015785721 1348115638 1222021886 -246506530 778325889 339028750 -323637599 -285805179 -1449472150 -450927354 2087075008 287671091 659523368 -1278410037 924166944 260415390 -1093997993 -794489475 1031987187 -1550143670 -801501522 -778188223 -1747131132 -140559978 -1488270550 -1266839081 1966427774 796106037 -1804304805 1115449725 1857122278 -881606329 1204085157 -1041867088 383198983 494076441 -1298865977 -1088360408 -504487408 -1394101404 1519975895 437462469 -1833097670 -852846310 -201640675 437865859 1104033000 1266499696 -277686869 272006363 1335330004 -1670211023 -404626305 221116473 784659641 592404885 1601240746 -789902953 -263041726 1778906039 -296178817 233955400 978272108 1243754621 1697278968 -199396813 487652770 -1696440848 -1174978387 1163578791 1164930065 918734398 1627525073 -258560 2036012965 -934917205 -882778931 -1300795641 857590268 1001582376 467812937 157536185 -55106886 -954555527 -1248369834 145537518 -1293574878 -286989539 -1386050429 1073707711 -1149367570 766968362 1589487142 2028251761 1919260879 2055098201 969927421 -758738665 -1059754035 -126122642 1280685115 -1455605113 -956840671 1674223256 1737931147 -109028066 -1187237248 -276177812 -1454255410 -1621275001 882114386 -1513357630 487517929 266733298 946125153 983196571 731000990 1738546454 -613750343 977454124 1327908926 -1847752297 1012668711 -1673253114 222470161 1281721523 -526243035 -1905031558 -1198493314 996231312 -78317281 2142580457 574479990 1702190231 -931572575 -732410285 -682143486 -822199057 -1485620548 -2129095723 736344369 -767461023 281686353 -2078817863 -344578907 643075916 -87822178 147686487 1850255903 -667278810 682621020 -1395224263 481392662 -21791965 -456437106 2123468397 1312067471 -932326327 1939073848 -1871111334 1065246453 1245090059 -603500517 -798603616 -1516080685 1735959611 -39402083 369448719 1328432102 442612291 -148303033 929794113 1155520640 1385946398 1600249499 -1376782735 -956195512 295184789 197342053 -1035260665 907424313 -1490336323 636654779 1584299824 -2067374243 1635381146 790941499 715565656 -261262973 22019388 569348668 -1432206260 496951029 310596030 -1970430270 405980981 2124362799 -1760163193 1465421389 -1389780068 -1210581812 -1307674985 -1833084445 2083904865 -1448148781 -1064943435 241836526 -1727028658 -198619606 -1554465046 1453624222 177120539 408070908 -2108901016 -1398900038 -313047066 -1990593655 1420621737 -1849212095 142999626 -838593922 -568371 665597784 -1118327445 -17279610 1909538280 -1651381023 -238985442 -1518811878 -586273706 889203940 -967992154 -379266192 1388828465 974333149 40779737 -1845805104 -1293529211 1492962406 -140989876 -1278588133 1768788928 934280446 -60701074 -2052698511 214538719 -1813198735 -1440583702 188801043 1909171918 -1027377608 485248116 -1632763729 -341940405 1879759406 -1572778453 1001269690 1814134750 1439998209 1863617024 -1375762385 1769007577 -181433344 1686398016 -1113903080 -1144598521 1061715699 1228999756 -1052162775 -1742954050 -812240728 -1707699143 1907890507 -545054111 330775210 1123569216 136194746 -1022432521 796666791 -9415565 -992192158 -668426734 998035047 946892476 -1665696574 -372311395 1585951051 -238065473 -1074913761 1502558335 -2119565185 -610299358 448784850 1609172443 754190322 437584382 1553117836 -831195888 -633600806 153013747 -2068429259 1591299826 96834129 1021165764 1209472744 2027579025 1834965459 -109670717 -841643850 1660309083 1000734463 31860440 849547873 -992545109 1459184816 745260887 1587220554 -155922435 -1083827557 -741911263 1724045258 1725675177 -1850220851 1264499166 1887091186 1096790237 1790832174 -344217522 1447340424 -751548424 694025939 -784443041 -1393854800 -367377852 -823424489 -1088622556 2020553512 -1502855293 -1346706311 124655289 822226369 1332827759 -1864978283 -239015004 1545359416 -593694779 1400766693 -43473508 -2017293627 -1944747650 1900743630 2031455760 -1304597017 -1087237235 179493195 879141158 -1859000834 388858028 -1477772423 -284706011 -1793506426 -1335171677 42890356 782583964 1931773666 -1433213387 -1266653990 1891107003 848963748 1272907599 -1754701360 1864631036 599500675 -115123727 -1645692474 -1976186181 1559835788 393778464 -723353489 1748986644 -1138758605 214278970 -930429236 134940343 -1439443924 1433278306 503691 -244643385 1829684850 1902783260 612886025 -1798533741 21716428 -597687886 -388067055 -1659820955 -1425417203 -2070133365 1835450757 719128344 233275307 -841165908 1546758225 -1682698681 1763761784 -2104795553 380053501 -1933291846 -450167023 -1175636410 1392934385 -1767868944 -1056093206 -1859122704 1761767436 1848261349 -1795746636 341081505 682100763 -1549956643 -1670839164 1668666723 -1015875905 836569569 -608164512 -2018921579 1716110350 -1269271831 -1564136290 -1709666070 -1841177084 1208998497 791096537 -790869761 -2035567373 -1008714718 1210521805""

""GLOBALS""
""min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","number","show-line?""
""-50","50","-50","50","0","nobody","100","""NEITHER""","8","100","FALSE""

""TURTLES""
""who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","endpoint?","speed","max-speed","min-speed","height","weight","emotion""
""0","0","293.1513715","-35.07750401","-32.39445585","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.295385957","1.954193406","0","159.3","53.5","3""
""1","0","43.47344312","-33.89260836","-31.94148653","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.310020307","2.524951329","0","172.05","62.3","4""
""2","0","312.4596196","-35.04925867","-32.86996204","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.29700525","2.187697752","0","144.1","34.42","3""
""3","0","61.64601413","-34.05796749","-32.57094331","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0","2.413634429","0","156.36","58.24","3""
""4","0","49.03116025","-34.04677604","-33.90894953","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0","3.258834699","0","176.4","71.88","2""
""5","0","47.4530566","-34.16051655","-34.06516801","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0","3.718857226","0","174.72","68.92","4""
""6","0","43.89569447","-33.41285031","-31.42907947","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.344116534","2.836350511","0","164.96","65.16","3""
""7","0","45.42187785","-33.59371386","-31.5850344","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.403286071","2.266432109","0","169.33","59.64","4""
""8","0","43.1362055","-33.5949891","-32.63501443","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0","3.513673429","0","170.33","71.76","3""
""9","0","333.3182733","-35.14054226","-30.72034066","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.532329913","1.972905586","0","156.87","51.61","3""
""10","0","311.1907708","-35.14649762","-32.74694204","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.250167443","2.491676944","0","155.07","57.89","4""
""11","0","32.06567379","-33.51332839","-33.81940568","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0","3.09471766","0","159.92","55.29","3""
""12","0","182.8737602","-31.98023802","-35.60632471","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.241550647","2.653754165","0","157.31","52.36","4""
""13","0","41.20681847","-33.53900867","-33.61555682","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0","2.33794333","0","151.18","34.12","3""
""14","0","318.3944871","-35.03666466","-33.08482046","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.270148625","2.310402744","0","155.86","60.14","3""
""15","0","144.0624322","-32.4442337","-35.38716159","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.370888346","2.88590027","0","173.53","69.73","2""
""16","0","219.4690326","-33.31165173","-35.16404664","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.18493503","2.452350923","0","154.6","56.91","3""
""17","0","37.81574167","-32.26607796","-34.3428311","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0","1.924093431","0","155.67","58.97","3""
""18","0","144.9273844","-32.62439865","-35.11066736","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.171193203","2.980462509","0","173.21","70.18","3""
""19","0","305.387314","-35.05099345","-32.67410766","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.221143515","2.174617367","0","161.63","62.05","3""
""20","0","196.7794802","-32.85752184","-35.52747802","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.515761211","2.802291641","0","169.44","59.19","3""
""21","0","220.6579813","-33.27328095","-35.15385678","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.232959697","2.407047553","0","164.2","64.68","4""
""22","0","227.4785591","-34.62943257","-34.66018231","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.156819559","2.62391432","0","173.58","70.38","4""
""23","0","152.9711933","-31.20133627","-35.60534598","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.507851276","2.491987986","0","166.57","59.86","3""
""24","0","195.1685385","-32.76446479","-35.13120117","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.29793459","2.949502022","0","174.59","68.35","3""
""25","0","316.2045036","-34.94263662","-33.10278183","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.21852592","2.206987845","0","160.37","55.43","3""
""26","0","313.4937156","-34.9933607","-32.95505521","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.323823355","2.203482864","0","156.24","62.48","3""
""27","0","128.6676448","-31.02142533","-34.98285493","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.404943016","2.104769712","0","166.9","62.13","3""
""28","0","25.50425167","-33.22951555","-34.48109747","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0","3.267085372","0","157.21","60.15","3""
""29","0","314.8164405","-35.0082909","-32.98537506","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.255734274","2.940098025","0","158.99","48.35","2""
""30","0","45.02520149","-30.48057146","-32.48014889","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.359638488","1.976297395","0","144.27","31.9","3""
""31","0","44.66904896","-30.88190588","-29.89215328","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.401364237","2.732546329","0","156.87","61.69","1""
""32","0","45.80050491","-33.77561053","-30.75423498","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.429515133","2.941222713","0","157.71","55.58","2""
""33","0","307.4686654","-35.0200752","-33.75107165","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.064275315","2.017760938","0","167.46","64.95","3""
""34","0","294.2996379","-35.34877274","-32.29403543","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.461034417","2.403303717","0","164.87","62.05","3""
""35","0","134.1736868","-32.75241121","-35.26898409","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.246859483","2.879158054","0","174.96","67.97","3""
""36","0","44.28841811","-34.28662201","-34.31898386","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0","2.351464799","0","160.45","55.85","5""
""37","0","44.22247404","-33.17158922","-33.20382651","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.181845169","2.400568203","0","152.3","57.91","3""
""38","0","46.25468878","-33.75218263","-32.71994027","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.433096807","2.627931331","0","168","63.16","3""
""39","0","45.43186811","-33.57783818","-31.56919225","""default""","""""","9.9","{breed humans}","FALSE","2","1","""up""","FALSE","0.517396673","3.731568676","0","170.84","70.01","3""
